emotion,kind,name,info
happiness,詩,面朝大海，春暖花開,"面朝大海，春暖花開 
從明天起，做一個幸福的人 
餵馬、劈柴，週遊世界 
從明天起，關心糧食和蔬菜 
我有一所房子，面朝大海，春暖花開 
從明天起，和每一個親人通信 
告訴他們我的幸福 
那幸福的閃電告訴我的 
我將告訴每一個人 
給每一條河每一座山取一個溫暖的名字 
陌生人，我也為你祝福 
願你有一個燦爛的前程 
願你有情人終成眷屬 
願你在塵世獲得幸福 
我只願面朝大海，春暖花開"
happiness,詩,週日愉快,"週日來了
起的好晚
難得的放鬆
真是美好的一天
生活還是很有情調
一週的辛苦
煙消雲散
洗掉疲憊乏味
拋去煩惱到雲端
管它的老天
放下面具
河邊垂桿
融化在水中的藍天
不問地覆天翻

熱愛生活
眷戀著人間
歷史在前進
社會在發展
不要追求飛快的步伐
生活安逸慢慢展現
順天理
重過程
生命在輪迴
無目的的腳步
不會走遠
華夏曆史幾千年
綿延不斷
消磨著時光
過日月
你我共天"
happiness,詩,快樂的顏色,"草兒穿上綠裝 
風吹得笑彎腰 
太陽見到藍天 
樂得萬物都暖洋 
花兒喜歡陽光 
吐露各色的花香 
人一快樂 內心 
散發五彩的微笑"
happiness,詩,雪花的快樂,"假若我是一朵雪花， 
翩翩的在半空裡瀟灑， 
我一定認清我的方向 
——飛揚，飛揚，飛揚， 
這地面上有我的方向。 
不去那冷寞的幽谷， 
不去那淒清的山麓， 
也不上荒街去惆悵 
——飛揚，飛揚，飛揚， 
——你看，我有我的方向！ 

在半空裡娟娟的飛舞， 
認明瞭那清幽的住處， 
等著她來花園裡探望 
——飛揚，飛揚，飛揚， 
——啊，她身上有硃砂梅的清香！ 

那時我憑藉我的身輕， 
盈盈的，沾住了她的衣襟， 
貼近她柔波似的心胸 
——消溶，消溶，消溶 
——溶入了她柔波似的心胸。"
happiness,詩,無路的森林裡有一種愉悅,"無路的森林裡有一種愉悅 
孤獨的海岸令人狂喜 
有一個世界無人闖入 
心海的深處，一個聲音正在轟鳴： 
我愛世人，但我更愛自然。 
從我們的這些會面 
從我將去和曾經去過的地方 
我與天宇融為一體，感受到那一切 
我永遠無法表達 
但也無法完全藏匿"
happiness,詩,開心,"打開自己的心門 
讓善良的陽光照進 
驅走不良的情緒 
生氣　怨恨 妒嫉 
轉而　　一現 
欣慰 快活　寧靜 
開心駐進了心裏"
neutral,歌,If I Ain't Got You,https://www.youtube.com/watch?v=Ju8Hr50Ckwk
neutral,歌,Just The Two Of Us,https://www.youtube.com/watch?v=Uw5OLnN7UvM
neutral,歌,What Are We,https://www.youtube.com/watch?v=P339BJp-qVM
neutral,歌,Believe,https://www.youtube.com/watch?v=dW6SkvErFEE
neutral,歌,Fly Me To The Moon,https://www.youtube.com/watch?v=ZEcqHA7dbwM&list=RDkZG-q1X7fbE&index=3
neutral,歌,新世界,https://www.youtube.com/watch?v=LpFyeofOgI0
neutral,歌,Oceans,https://www.youtube.com/watch?v=jYkprS6CTKM
neutral,歌,再等一下就天亮了,https://www.youtube.com/watch?v=CCZEblcb1rc
neutral,歌,或是一首歌 A Song for You,https://www.youtube.com/watch?v=aOSYxTR6U3I
neutral,歌,李白,https://www.youtube.com/watch?v=2xKc-rAyAdQ
neutral,詩,寧夏水聲,"以層巒為屏，涼蔭遮蔽日
一間草茨有窗迎風送爽
幾隻山鳥飛上飛下
穿越濃密森林，尋一條幽幽曲徑
有光從林梢篩落
這兒是山雲的故鄉
凌空而下的飛瀑弦音不輟
那是大自然的禮讚
穿越山嶺谿谷，豐沛水聲隨風飛舞
啊！寧夏季節
濕潤的晨霧正在雲端流浪
清瑩照亮我內心地幽暗"
neutral,詩,寧靜的美,"看那壯麗廣濶的海面
沒有一點漣漪
看那湖光山色的水面
沒有一點餘波
看那光茫四射的地面
沒有一點塵埃
一切看起來那麼平靜
恰似一幅寧靜畫
譜出人們心中的感動"
neutral,詩,深山無客到 唯有鳥飛來,"一條山徑蜿蜒入巒翠 
松濤翻過風的脊背 
久別的雨水如瀑飄飛 
裹著霧的每一棵樹 
忙著為整座山林尋找意象 

面對洪荒宇宙埋藏飽滿的生機盎然 
蟲洞般的心向著天空 
緩步行走間覺得更靠近自己一些 
更了解自己一些 
原來輕輕吸氣吐氣也是一種幸福 
寂靜中一群飛鳥展翅 
與雨後升起的朝陽打招呼 
啊 ! 生命正以無比安靜揮灑寫意 
那是我孤獨的靈魂"
neutral,詩,秋山餘雨,"和煦秋陽灑在潺潺溪水裡 
殷紅林相成排羅列 
日月遷移，雲海毋須有人帶路 
便兀自四處遊蕩，傲笑青山多嫵媚 
一株老松歷經風霜浸潤 
仍堅毅不拔，以風為序 
在岸邊書寫歲月的篇章 
拄杖踽踽獨行的老翁 
一派優閒，忘了自己究竟身在何方 

群鳥飛掠 
影子彷彿是遺落人間的符號 
澄澈凝視中 
那恣意地飛翔就擺盪在剎那與永恆間 
是人間最美的休閒 
此刻旅人佇立山繁水複間 
歎天地有大美 
這大自然饗宴值你靜靜欣賞"
neutral,詩,竹溪閒釣,"有著開闊的夢繫於釣桿尾端 
時間長河日夜川流而去 
兩岸無岸 
耳朵張成望海的貝殼 
空氣中不斷湧來大霧 
往前是一抹不願折返的深邃 
竹影搖曳，沒有回聲 
或許棲息耳際的音碼是一副 
遠離塵囂的姿勢"
neutral,詩,無聲的煙火,"夏風如潮，蟬鳴喧浪 
又名水茄苳的穗花棋盤腳 
串串懸垂於枝頭，以幽香 
點燃暗夜無聲煙火 
絢麗粉艷亮燦了天空 
一夜喧囂之後，朵朵入泥 
尤其在驟雨乍歇水霧如紗的清晨 
斜織的記憶泊入風中 
繾綣生命的榮枯 
隨時光輪軸轉動 
你看見複沓之美潛行進入另一番境地 
鋪陳的花泥如毯，緩緩呼吸 
求索今天第一道陽光 
啊！飄零原來也可以不是單音"
neutral,詩,清夏山居,"薰風是季節的樂曲 
多情的山水讓人忘卻世慮 
雲霧飄渺間 
只聽得飛泉絕壁鳴琮琤 
老松虬枝傲向青空 
幽人閒坐其下洗耳舒心 
有風稷稷如笙鏞 
一片日華凌向曉霽 
金光浮動翠微間 

蒼峰林壑傍著溪水潺潺 
臥避殘暑的老者凝望雨過山青後 
曙光輕撫過臉龐 
天空有著難以窺伺的遼闊空曠 
有鳥自林間振翅飛出 
閑步短長亭，且讓詩句寄華年"
neutral,詩,春天的聲音,"凝望春天 
需要一份安靜 
諦聽 
更要噤聲 
讚嘆是發乎內心的音符 
醒自冬日的沈睡 
學習體會季節的遞嬗 
擁抱先人智慧 
關於美 
毋須翻譯 
綻放的花香讓妳看見了世界 
於是試著起草失神的詩篇 
填寫時間的履歷"
neutral,詩,點將台,"八角點將亭藏身南科園區 
綠樹朝晴空呼喚 
屬於國姓爺點將歷史文化 
春神以驚蟄的魂魄 
潑灑了紫櫻與羊蹄甲靈識 
我心如飛鳥，飛向此亭台 
思及過往舊巷記憶，看今日微風新園 
一方水域掩映青青草原 
寂靜悠然中，雙眼收藏了沉默的風景 
啊！群樹成神殿 
眾神在亭內激辯國家未來的命運 
歲月的趣味穿梭時光隧道 
安靜地閱覽離去的天空"
neutral,詩,溪山自適,"澗底溪水潺潺
山風微微吹人陶醉
谷中野鳥婉轉清唱
鳴囀出仲夏森林容顏
風是不請自來的說客
企圖削減炎日熱情
旅人步履緩緩
任跫音淡淡迴盪生命小徑
沉默交響人世滄桑"
sadness,歌,把悲傷留給自己,https://youtu.be/7f6305MkDsI
sadness,歌,痛徹心扉,https://youtu.be/Cy-GZdyzvFo
sadness,歌,等下一個他,https://youtu.be/H-EcgC2sztY
sadness,歌,抽根煙,https://youtu.be/dUMYChwu3sw
sadness,歌,一愛難求,https://youtu.be/9nvH5zfM7mg
sadness,歌,卡農,https://www.youtube.com/watch?v=cW15CU1js2o
sadness,歌,你怎麼捨得我難過,https://www.youtube.com/watch?v=oMDj9L44LZM
sadness,歌,手放開,https://www.youtube.com/watch?v=g7xmoYFFduk
sadness,歌,天之弱/天ノ弱,https://www.youtube.com/watch?v=v7ylp_q0kWM
sadness,歌,花之亡靈/花に亡霊,https://www.youtube.com/watch?v=UBSx4qqeikY&t=0s
sadness,詩,心在哭泣,"我的心在哭泣在哭泣
是誰偷走了我的心
讓我無情無義
分不清好壞
我的心在哭泣在哭泣
是誰偷走我的心
讓我如此糊塗
分不清朋友和敵人
我的心在流血
在流淚孤獨的心"
sadness,詩,錯遇,"風吹過
不留一絲痕跡
相遇，交錯而過
日月交接的夢幻
相識，錯誤開始
輾轉難眠的夜晚
相知，深淵萬丈
無法清醒的夢境
最後，獨自踏上流浪的旅途"
sadness,詩,記憶傷,"思凝霜，滿地蒼，
誰把月兒藏？
殘境冷心廂；
肅風揚，夜遺光，
怎避紅塵苦，
怎逃記憶傷，
何處躲時光……"
sadness,詩,兩個世界,"我們是兩個世界的存在
你喜歡
走在無邊無際的陽光下
我嚮往
埋在大片大片的樹蔭里
你總說
淹沒在熱鬧的人堆里
我習慣
沉浸在自己的思想中
你總說
上帝虧待你
沒有美貌與財富的贈予
我常想
生老病死無常
或悲或喜皆是一天
我們貨在兩個世界
一個白天
一個黑夜
黎明交集"
sadness,詩,扯痛,"任由時間拉扯
只能被押著向前
唯有無奈
時間不容許我回頭
只能走下去
也許盡頭是一片黑暗
光明在哪兒！
讓我逃開這黑暗迷宮
心，你何時才能甦醒
變得堅強
痛，無法癒合
只能仍由蔓延其全身
直至死亡……"
sadness,詩,虞美人,"春花秋月何時了，往事知多少。

小樓昨夜又東風，故國不堪回首月明中。

雕闌玉砌應猶在，只是朱顏改。

問君能有幾多愁，恰似一江春水向東流。

一日君王，一日囚犯，天下經歷如此落差的有幾人，愁是什麼樣的呢，愁就像那向東流的江水一樣。"
sadness,詩,一剪梅,"紅藕香殘玉簟秋。輕解羅裳，獨上蘭舟。雲中誰寄錦書來，雁字回時，月滿西樓。

花自飄零水自流。一種相思，兩處閒愁。此情無計可消除，才下眉頭，卻上心頭。

詞中滿滿都是淒涼意。
"
sadness,詩,己亥雜詩,"浩蕩離愁白日斜，吟鞭東指即天涯。

落紅不是無情物，化作春泥更護花。"
sadness,詩,Angel,"As I look into your eyes
I see an angel in disguise
like I've never been
here next to you near
and keep you by my side
Whenever i see you smile
I'll drop into a fairytale
Like a playful child
sleeping on the puffy cloud
Then the cloud disappeared
I fell all the way down to here
but you helped me to fight away my fears
I heard you whisper in my ear
all of the words i long to hear
of how you'll always be"
sadness,詩,雨霖鈴·寒蟬悽切,"寒蟬悽切，對長亭晚，驟雨初歇。都門帳飲無緒，留戀處，蘭舟催發。執手相看淚眼，竟無語凝噎。念去去，千里煙波，暮靄沉沉楚天闊。
多情自古傷離別，更那堪冷落清秋節！今宵酒醒何處？楊柳岸，曉風殘月。此去經年，應是良辰好景虛設。便縱有千種風情，更與何人說？"
